"bg_prop_A" "bg_prop_B" "E_radius_x" "E_radius_y" "E_radius_z" "N_width" "cluster_prop_A" "ring_width_factor" "cluster_x_coord"
"1" 0 0.072 87.866342253983 92.2013659379445 82.8886387287639 36.5239615563769 0.583219317067414 0.199323957762681 169.378601480275
"2" 0 0 93.599079141859 112.372880149633 81.9830952095799 41.3503637944814 0.830873000901192 0.119862355967052 156.446345313452
"3" 0 0 121.303548524156 78.3799913246185 93.6575032072142 43.0737846752163 0.78451230712235 0.157685004896484 161.884880752768
"4" 0.095 0 87.8226523287594 101.611983519979 103.183663042728 32.5070341990795 0.828050972241908 0.145856682071462 174.823501158971
"5" 0.06 0.009 78.7802875391208 112.768465210684 95.6809434341267 42.7062595146708 0.890364422556013 0.185426592314616 131.862009898759
"6" 0 0 75.0189921236597 112.840841466095 118.463239609264 43.736765779322 0.872279718797654 0.171530123450793 145.562750077806
"7" 0 0 76.3342976104468 107.901095657144 103.175016597379 44.0973505494185 0.630068764369935 0.150098508084193 144.104875274934
"8" 0 0 121.033219213132 104.62148723891 86.0315587488003 44.6811427432112 0.864689353760332 0.193513016146608 140.890837274492
"9" 0 0 89.7384830401279 92.0828600763343 100.559258577414 43.4357244009152 0.645263218693435 0.161093001603149 134.255437215324
"10" 0.008 0.089 124.276385211851 76.2455653981306 89.6579048363492 31.1975763668306 0.741025035828352 0.134138074191287 135.033669369295
"11" 0.019 0 87.7400957979262 107.773429679219 87.7951293834485 36.8120870681014 0.759928403235972 0.137634740537033 159.011420153547
"12" 0.083 0.035 81.5162584069185 120.474096573889 119.380124507006 30.9138455602806 0.820446651801467 0.174584520701319 144.54954204848
"13" 0 0.02 124.547997699119 87.3827609466389 97.0659700455144 42.9783211718313 0.512628740351647 0.186967896134593 156.099839229137
"14" 0 0 89.6884930087253 116.319899342488 106.537387415301 31.8187367718201 0.504273851029575 0.112775223865174 131.822005845606
"15" 0 0 87.7234514569864 105.610844527837 84.4127458054572 33.2900325441733 0.87539944620803 0.140925359190442 174.154785298742
"16" 0.06 0 120.776727318298 123.77266936237 96.2010358693078 36.0768629482482 0.802578708808869 0.168624769151211 132.869043410756
"17" 0 0.002 98.2305643032305 107.743903237861 76.7603067215532 30.0365005829372 0.655869993194938 0.138100539660081 173.255338554736
"18" 0 0.035 76.2633598409593 76.3930883374996 76.5136051806621 42.796447504079 0.650372832547873 0.193619715631939 170.866495568771
"19" 0.036 0.09 82.0476516615599 80.6138962274417 95.4860655590892 37.1027484966908 0.814524122606963 0.197498240508139 170.074596011546
"20" 0.057 0 85.3541780961677 115.738849132322 93.1409023934975 35.1670487760566 0.893647581990808 0.104905110155232 164.444100426044
"21" 0.09 0.057 86.6339882020839 81.557033804711 117.436692980118 42.229736179579 0.632633720617741 0.150396116659977 152.223926759325
"22" 0.05 0 124.016472138464 116.131028730888 110.224056174047 35.6795764854178 0.799043332971632 0.165547403204255 147.764364781324
"23" 0.072 0.002 124.137310043443 118.148412543815 102.168153901584 44.3743755086325 0.616585174016654 0.134610074548982 141.42462600721
"24" 0.028 0.069 112.328210705891 88.4201807784848 82.3409337433986 30.6293164857198 0.633005023282021 0.151541562797502 147.196152596734
"25" 0.001 0 86.3922072458081 92.4396532122046 119.033304206096 42.7570753614418 0.635345485247672 0.142788666253909 169.748912798241
"26" 0.014 0.036 121.045967203099 110.978295956738 118.428466690239 43.0137063818984 0.500122995860875 0.107849331246689 157.095226598904
"27" 0 0.065 123.193926049862 92.5259171286598 91.6929805884138 35.2892382396385 0.606895478907973 0.100788869219832 139.997342647985
"28" 0.043 0 116.233039740473 116.619812836871 99.106810556259 40.5915810645092 0.529720229282975 0.161649314267561 154.166486382019
"29" 0.033 0 76.2279248097911 109.562937333249 103.986609994899 38.5634058492724 0.564113812055439 0.191763691022061 168.5168436612
"30" 0 0.047 111.144712776877 105.422441277187 90.6663278467022 36.3607232517097 0.824616446625441 0.11721582391765 149.435222998727
"31" 0 0 88.8560467283241 101.641383685637 76.1356679257005 30.4686182853766 0.802576509956271 0.137174879037775 147.890236228704
"32" 0.053 0.021 78.7788274232298 104.151595151052 99.0213447716087 36.562773194164 0.816657509189099 0.163444255269133 168.819056614302
"33" 0 0.038 91.3102709222585 76.9286063732579 98.9587234565988 35.1224811631255 0.645302714873105 0.15260685174726 134.541287936736
"34" 0.002 0.043 82.0411523571238 80.0282613025047 114.869317796547 40.2819790772628 0.817433003336191 0.17293937751092 161.996904353146
"35" 0 0.048 113.9053566847 89.1231965157203 86.7237505735829 43.0701265332755 0.798793096002191 0.108076897077262 143.501809588633
"36" 0 0 98.6479313927703 104.537873656955 92.5098823732696 31.8637148675043 0.760857944656163 0.151383854728192 144.04929606244
"37" 0 0 122.042853396852 78.7377005792223 96.0804610862397 34.6681850776076 0.879235772043467 0.11916640708223 147.496532741934
"38" 0 0.064 89.3855697941035 84.6441076835617 83.2142951432616 34.216069704853 0.840122020617127 0.1643632393796 145.829130476341
"39" 0 0.042 111.944355058949 104.271058505401 121.966995624825 39.9433302122634 0.746519270818681 0.116444856487215 159.122585668229
"40" 0.021 0 91.011215467006 110.556432243902 81.9151251809672 33.3985893067438 0.559864816162735 0.177762540988624 139.695394260343
"41" 0 0 81.6590656526387 87.9530618432909 105.780121916905 36.569145944668 0.529532361309975 0.180222969315946 138.77544257557
"42" 0.018 0.055 98.5933743533678 102.489190059714 91.7532631545328 35.2249092841521 0.521659665182233 0.103234130633064 141.677916445769
"43" 0 0.013 103.046651009936 96.1274659493938 101.697321760003 40.9470508340746 0.74600487742573 0.149286481388845 130.820304923691
"44" 0 0 85.2837813436054 93.9016056712717 88.8027712120675 42.1293313556816 0.856926194112748 0.14624074161984 143.994594458491
"45" 0 0.094 102.340250078123 117.014498671051 83.5713211097755 33.6607872066088 0.541509160306305 0.189985241903923 138.510511722416
"46" 0.042 0.092 76.3167053926736 86.1976871965453 104.482294805348 40.3753716358915 0.697776704840362 0.126110259699635 168.976410152391
"47" 0 0.008 114.523093122989 117.89592015557 112.273168808315 42.3518802726176 0.773938182368875 0.127550805034116 141.995180468075
"48" 0.02 0 123.629891802557 98.25934919063 124.196176091209 34.7513583221007 0.516184286773205 0.169428043882363 158.597074553836
"49" 0.057 0.093 110.58400553884 116.093223006465 112.753065291326 32.4384026660118 0.665149397775531 0.110407156427391 168.282511259895
"50" 0 0 112.674697558396 103.814345831051 114.803350309376 42.3575519153383 0.78385485233739 0.167606010241434 169.187207275536
"51" 0 0.002 80.9377923607826 103.930330311414 116.410741722211 42.1537884429563 0.545962081290781 0.191612570313737 138.350479688961
"52" 0.021 0.047 100.759836588986 121.120976703241 96.5126956696622 39.8400439519901 0.692411269806325 0.170218968368135 141.672205936629
"53" 0 0 107.594218605664 119.318144326098 122.804458474275 41.4474830764811 0.569413717184216 0.181087797065265 142.639683932066
"54" 0.068 0.044 77.279473003 81.353807146661 94.3197466665879 34.2302382364869 0.635127719771117 0.147875063423999 148.77401124686
"55" 0 0.08 95.2873054309748 104.159357585013 89.5450511481613 42.5858082342893 0.525810201559216 0.102710403944366 163.156244391575
"56" 0 0 87.0634455233812 81.4765832386911 76.7777408007532 42.2882181289606 0.881218534521759 0.106089786719531 164.159302017651
"57" 0 0.089 89.3385832430795 114.634029939771 75.8737719268538 36.6329328634311 0.867654637154192 0.107105434546247 147.238630102947
"58" 0.005 0 101.811640406959 103.66370951524 123.474221141078 31.8375891004689 0.866540247667581 0.155744445836172 133.917840488721
"59" 0.045 0.035 119.274237437639 90.349113882985 82.2252524783835 33.8054636085872 0.663808596041054 0.197584181511775 159.147879248485
"60" 0 0.035 75.8284271112643 107.810785458423 95.1636658748612 34.7093956649769 0.54059824468568 0.184370186203159 167.104072030634
"61" 0 0 102.469326835126 97.5092197884806 100.754730787594 39.9559878499713 0.757969359774143 0.182600121991709 142.42631358793
"62" 0.044 0.092 108.69737600442 123.284709476866 87.9202931537293 42.0859875669703 0.566942604538053 0.140138691733591 142.070098337717
"63" 0.081 0.014 118.374883080833 112.907264346723 90.3617666801438 33.9556821703445 0.551506399270147 0.124819876742549 128.351841308177
"64" 0.012 0.086 120.244120701682 81.9830319145694 116.186770692002 39.929445652524 0.879540705960244 0.171456066542305 173.717667674646
"65" 0.035 0.083 118.890826497227 107.015634840354 92.0122910058126 38.9044328173622 0.621754026785493 0.112279468821362 167.708624142688
"66" 0.022 0.036 87.2105738613755 83.8743261410855 95.2417775522918 30.8457048540004 0.809737840294838 0.174085486447439 150.33328726422
"67" 0 0 109.354130562861 122.030825912952 108.575523784384 40.550998407416 0.617317159846425 0.112573743681423 156.693970423657
"68" 0 0 84.4729169621132 106.041324487887 108.973797864746 33.8754408631939 0.702018882986158 0.109594920696691 145.136148494203
"69" 0.06 0 79.2665771907195 102.370046253782 97.8839310002513 40.2802398114 0.638063221052289 0.141050819074735 164.99704788439
"70" 0.045 0.07 102.604178944603 99.8419641633518 85.4979144292884 39.7154177573975 0.844925577566028 0.108949991408736 139.862784324214
"71" 0 0 84.8851372720674 86.7303260136396 106.083481677342 40.2149683388416 0.895750610344112 0.177455478557386 146.178646117914
"72" 0 0 123.285558843054 123.598122177646 97.6491679088213 33.4438748157118 0.655430883914232 0.114942607004195 151.794429181609
"73" 0.001 0 119.57286268007 109.378859051503 121.533549262676 30.9924420446623 0.542112103663385 0.189445988461375 170.550897286739
"74" 0.031 0 79.9324254272506 75.2587383845821 116.721798479557 43.316451930441 0.566537012904882 0.114509776188061 125.086833699606
"75" 0 0 87.9341520369053 110.258499858901 122.764802747406 37.8582039114553 0.735033230576664 0.186560475314036 125.585559371393
"76" 0.046 0.057 104.163737513591 81.8017781362869 79.6547624864615 39.3013430759311 0.760900333430618 0.13741322811693 128.970467450563
"77" 0.023 0.084 84.6591786597855 117.580740281846 84.7554992185906 43.6189249623567 0.710987750627101 0.19167263249401 133.309278311208
"78" 0 0 118.403632426634 123.873909318354 90.1134997722693 44.5642366062384 0.824645432457328 0.173565972456709 125.062649371102
"79" 0.077 0.025 94.8689082288183 108.651804632973 112.679493508767 43.4979256312363 0.783884827233851 0.127583039179444 147.101003327407
"80" 0 0 116.009216569364 86.6107276524417 76.8744125613011 44.6948356332723 0.729329708218575 0.107950289850123 147.938707761932
"81" 0 0 79.6623931848444 86.7200525593944 118.905399821233 37.2189847135451 0.808780754450709 0.19266969896853 142.087938368786
"82" 0 0 76.833840017207 106.350922759157 85.0356480339542 39.9409292160999 0.507851738203317 0.118058281904086 135.920573887415
"83" 0 0.071 115.587102039717 114.679775794502 85.1289959158748 35.5842583451886 0.760005352925509 0.159223872236907 149.173621623777
"84" 0.039 0.065 102.669645356946 119.486844574567 119.970750366338 30.1805157784838 0.664011106360704 0.100146204931661 132.337820401881
"85" 0 0 79.965881165117 79.6660215128213 119.025083223823 36.1767538671847 0.538280617259443 0.126057782350108 126.343001122586
"86" 0 0.047 76.9687541527674 81.3908915151842 96.9277814379893 43.2884096656926 0.690183209627867 0.166857926268131 158.250941406004
"87" 0.036 0.028 93.0481572286226 122.79086826602 104.419950291049 43.6829180410132 0.595559884048998 0.146479968028143 152.016707579605
"88" 0.077 0.002 75.263685954269 111.741843842901 94.7374691604637 41.1923084291629 0.868587005883455 0.196873878920451 152.735149557702
"89" 0 0 107.485290581826 112.453331297729 91.9876323197968 32.1722046565264 0.633729973714799 0.151952354121022 143.338045733981
"90" 0.069 0.046 92.8404967067763 99.0608542691916 117.457960906904 40.9515752317384 0.570777172129601 0.171470677852631 141.483867971692
"91" 0.086 0.008 75.2185893361457 91.8711328413337 90.8405733644031 37.7421232836787 0.542867828905582 0.151580982771702 147.682985989377
"92" 0.014 0 77.1005924441852 115.138953609858 113.650738005526 32.0886508317199 0.624408510327339 0.12914052635897 162.840366631281
"93" 0 0.095 102.698502677958 99.8561138636433 90.4889908153564 39.3597784743179 0.720081902202219 0.109842410846613 127.276023046579
"94" 0.083 0 96.824019763153 121.597106265835 113.348608650267 30.2586774865631 0.758161271549761 0.100540193472989 143.482025759295
"95" 0 0 84.1383302584291 119.950248312671 98.1420413474552 30.7460895949043 0.787587392888963 0.145531608792953 159.723798732739
"96" 0.046 0.022 89.0421477030031 76.4355233870447 106.511685659643 42.2392488154583 0.848690964933485 0.180506720626727 133.436181233265
"97" 0 0 103.63679160364 118.385827401653 86.9617872172967 30.1599911553785 0.790734371077269 0.193002258846536 134.935296000913
"98" 0.068 0 123.050246888306 97.1500575193204 95.3976507647894 36.4488431427162 0.752629516739398 0.100505156232975 143.531006504782
"99" 0 0 108.804430940654 98.8008893444203 87.8896084148437 35.2078838017769 0.594996507652104 0.158146018232219 149.115321855061
"100" 0.083 0 79.8465737374499 117.374070803635 121.849489002489 43.0142622103449 0.518435951694846 0.104768027970567 126.544430339709
"101" 0 0 86.9019012665376 94.769460731186 122.333225479815 43.7288163788617 0.629173750896007 0.102688140352257 126.284949434921
"102" 0.087 0.059 123.441876412835 81.2892741989344 107.79539742507 44.643295960268 0.740455543156713 0.190746723883785 150.875281856861
"103" 0 0 120.994219067506 123.926324537024 96.2925190920942 32.0107197517063 0.579654344636947 0.117951611639 133.71072805021
"104" 0 0.051 88.5282059782185 110.390436335001 80.9817884583026 35.5562931764871 0.551518108509481 0.112254001712427 143.673559627496
"105" 0.038 0.096 119.876406667754 121.111302555073 89.8251885198988 39.8934923205525 0.58161493120715 0.170149297313765 133.257995068561
"106" 0.073 0 117.791716882493 82.9103909432888 115.449041966349 38.4520635078661 0.838778056763113 0.132843306940049 153.684453072492
"107" 0.07 0.075 106.426539388485 107.883037684951 103.740640636533 34.8218901688233 0.88173611741513 0.197552613308653 173.656337021384
"108" 0.04 0.093 90.3601359925233 113.707409403287 81.5839819610119 35.0517578003928 0.555249468330294 0.125414206227288 136.190122144762
"109" 0 0 77.6522951433435 104.291141720023 82.2267920244485 32.1171178948134 0.501350346766412 0.102326899464242 142.280747578479
"110" 0 0 91.99828451965 120.180628448725 124.855481134728 35.0078790821135 0.6683324014768 0.179891497339122 128.269365837332
"111" 0.067 0 77.8314667753875 89.608969388064 104.154271958396 44.7122314630542 0.560887650586665 0.138346617785282 163.525785726961
"112" 0.034 0.08 108.230028103571 104.112574888859 119.181524938904 34.6139842167031 0.871595048811287 0.132870805915445 174.600528483279
"113" 0.012 0.071 119.501156976912 117.17530695023 108.911038842052 44.6811588224955 0.515812987182289 0.126870905212127 143.140912277158
"114" 0.055 0 115.480884385761 107.087707798928 108.100434776861 43.0783641664311 0.842446182202548 0.191532736225054 149.079499649815
