"bg_prop_A" "bg_prop_B" "E_radius_x" "E_radius_y" "E_radius_z" "N_width" "cluster_prop_A" "ring_width_factor" "cluster_x_coord" "variable_parameter"
"1" 0 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"2" 0.0103685592766851 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"3" 0.0793997350381687 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"4" 0.00197668210603297 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"5" 0.0666483185021207 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"6" 0.0137430725153536 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"7" 0.0450008107814938 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"8" 0.00663927122950554 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"9" 0.0524288173997775 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"10" 0.00712675598915666 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"11" 0.059325207141228 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"12" 0.0948061466217041 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"13" 0.0321532784029841 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"14" 0.0867276938166469 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"15" 0.0450016652233899 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"16" 0.0174421118805185 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"17" 0.0365432911319658 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"18" 0.0799485406139866 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"19" 0.0437073620036244 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"20" 0.0505615842994303 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"21" 0.0212433536304161 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"22" 0.0110972150694579 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"23" 0.0353808279149234 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"24" 0.00243579985108227 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"25" 0.0345620254054666 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"26" 0.0929133464582265 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"27" 0.080380299501121 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"28" 0.0460183422779664 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"29" 0.0387771402718499 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"30" 0.038206521444954 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"31" 0.00136225782334805 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"32" 0.0407307490240782 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"33" 0.096173796383664 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"34" 0.0665544725721702 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"35" 0.0618408015463501 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"36" 0.0344555256422609 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"37" 0.0536864222725853 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"38" 0.0938268109457567 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"39" 0.0868150975788012 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"40" 0.0595857158536091 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"41" 0.0119455876760185 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"42" 0.00496288314461708 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"43" 0.0813288639765233 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"44" 0.000993428891524673 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"45" 0.0429579412797466 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"46" 0.0453649877337739 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"47" 0.0420419765636325 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"48" 0.0211530690314248 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"49" 0.0103886779863387 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"50" 0.0355372266611084 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"51" 0.0348805573303252 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
"52" 0.0949503625743091 0 75 100 125 37.5 0.7 0.15 150 "bg_prop_A"
