"bg_prop_A" "bg_prop_B" "E_radius_x" "E_radius_y" "E_radius_z" "N_width" "cluster_prop_A" "ring_width_factor" "cluster_x_coord"
"1" 0.06 0 90.1863606763072 83.0905180890113 83.4454037598334 34.7369434824213 0.705336515326053 0.19025743487291 136.131970863789
"2" 0 0.09 101.577370986342 117.544481216464 104.111938830465 31.4888881146908 0.874719795119017 0.155412407568656 165.677924244665
"3" 0 0.094 100.123288074974 122.978439554572 108.639740932267 34.8794416780584 0.860650119930506 0.165538900508545 160.034057172015
"4" 0 0.038 109.589635045268 108.022441877984 107.053141423967 27.8281229687855 0.85165645647794 0.137011063983664 159.937221882865
"5" 0 0 115.995429491159 76.8209456349723 118.342670903075 25.8991455403157 0.685301675461233 0.142685512336902 166.970600304194
"6" 0 0 118.582894001156 95.4958701273426 102.068454504479 28.0139210633934 0.625693244487047 0.172328676865436 150.235117250122
"7" 0 0.06 107.096210448071 90.4309321544133 89.1137373633683 34.3914181995206 0.78469777777791 0.195653249602765 138.514618924819
"8" 0.003 0.042 108.117729669902 81.4308486995287 78.6772151826881 32.009169026278 0.830819075927138 0.194744676817209 149.458879465237
"9" 0.066 0 102.089746505953 81.4445351599716 102.881555852946 29.0961778000928 0.665647673700005 0.126160467788577 152.260681684129
"10" 0 0 114.560626412276 123.97168969037 86.859111126978 31.2411773996428 0.505530034471303 0.170822300086729 164.882990450133
"11" 0.07 0.052 96.2235464481637 79.2502328637056 93.5788999777287 26.0488756210543 0.897098598256707 0.135332839866169 132.729302090593
"12" 0 0.092 86.0157094197348 79.8746182001196 117.241955222562 34.6344186528586 0.746781964786351 0.125506887771189 172.231086983811
"13" 0 0 111.903042776976 119.073399261106 123.952457762789 33.1324506225064 0.745427939575166 0.147574173705652 125.766922836192
"14" 0 0 120.063462818507 99.4225210277364 115.411248884629 26.0680480208248 0.653918812610209 0.137458402267657 140.824968006928
"15" 0.002 0 78.735335660167 121.181870484725 124.107289279345 26.2737394915894 0.848764621000737 0.100030744820833 142.98121384345
"16" 0 0 113.0158073036 118.071894452441 118.968052486889 33.8463727664202 0.892449249140918 0.149711008253507 128.905446175486
"17" 0 0.066 85.4068519198336 94.6464709239081 80.0779923098162 27.9623796604574 0.674364136625081 0.127723332541063 146.467927703634
"18" 0 0 101.159104413819 75.7134903338738 115.758305881172 27.2828927310184 0.640066375210881 0.161814283207059 159.379743400495
"19" 0 0.008 77.3250446654856 117.182446888182 107.995020307135 27.0162870944478 0.815512770414352 0.170734965894371 156.596987578087
"20" 0 0 109.676384041086 119.293992163148 112.842787115369 26.4481139695272 0.749844987969846 0.160373475612141 148.378589644562
"21" 0.006 0.011 110.346237872727 98.5292965429835 78.5610701190308 31.7638214700855 0.508787457458675 0.129407964623533 169.928207842167
"22" 0 0.046 75.4337052116171 94.9141468154266 110.600703430828 26.8342894222587 0.520252329856157 0.128502070088871 152.927267737687
"23" 0.016 0.075 118.085920473095 119.974641199224 108.090881328098 31.1074051400647 0.596303125005215 0.177168800216168 154.457076825202
"24" 0.011 0.047 83.5707045393065 97.6255279965699 78.6678630392998 32.4606664176099 0.666831333190203 0.183002530620433 149.710568971932
"25" 0 0 85.5014604167081 87.6974450540729 99.5693675708026 33.7316011963412 0.734108735527843 0.13281830388587 169.548032071907
"26" 0 0 117.478315613698 113.711350352969 87.4290409265086 34.3472443032078 0.875410552509129 0.15770074322354 145.018708531279
"27" 0 0.044 112.214855861384 77.9235041467473 98.651648114901 28.2443038141355 0.593445943202823 0.126054805028252 160.179530689493
"28" 0.044 0.044 90.0611908640712 84.6613174187951 83.9799678185955 28.3248781436123 0.884031497593969 0.197910126694478 139.458419184666
"29" 0.007 0.065 96.6320320265368 83.6015591979958 86.7115349974483 28.7510736123659 0.682813822105527 0.177110480470583 156.94536549272
"30" 0 0 105.957315559499 108.744648611173 83.1097549642436 27.4748775642365 0.572494046483189 0.112963582668453 161.683144513518
"31" 0.043 0.054 84.0597993112169 93.2235592510551 103.647793421987 27.1646705223247 0.864999122358859 0.140481469291262 156.521189433988
"32" 0.042 0.055 115.00334488228 112.220926571172 90.7155671389773 27.9424752504565 0.758859753236175 0.179894597316161 163.696031516884
"33" 0 0 91.6776000289246 102.796045551077 77.2407755255699 34.4429666665383 0.755652179569006 0.146732101310045 173.086473834701
"34" 0 0.087 101.109448808711 87.5204654061235 100.112203322351 31.6970505821519 0.611676375940442 0.168987684487365 128.839944233187
"35" 0.066 0.024 100.450941850431 96.2527139461599 81.4076172420755 28.9085292140953 0.821298958919942 0.18270067833364 139.307891833596
"36" 0.063 0 93.2987309759483 86.1419314402156 80.1602053106762 25.2449868689291 0.683492781594396 0.115226944093592 133.795477973763
"37" 0 0 100.604038336314 90.6623041490093 97.2797532682307 29.9417217122391 0.874571298528463 0.173383400426246 169.060518802144
